Date,AAPL,AMZN,GOOG,MSFT,TSLA
2018-02-27,42.09125900268555,75.5989990234375,55.71431350708008,87.68721008300781,23.39933204650879
2018-02-28,42.02754211425781,75.62249755859375,55.03874206542969,87.28694152832031,22.87066650390625
2018-03-01,41.2913818359375,74.67250061035156,53.2845458984375,86.43053436279297,22.062000274658203
2018-03-02,41.57688903808594,75.01249694824219,53.75286102294922,86.61672973632812,22.341333389282227
2018-03-05,41.72081756591797,76.18049621582031,54.35121154785156,87.16592407226562,22.22333335876465
2018-03-06,41.68541717529297,76.88200378417969,54.556968688964844,86.86805725097656,21.8799991607666
2018-03-07,41.298458099365234,77.25,55.28335952758789,87.37067413330078,22.15333366394043
2018-03-08,41.74913787841797,77.59300231933594,56.09843063354492,87.90131378173828,21.940000534057617
2018-03-09,42.46642303466797,78.94450378417969,57.79433822631836,89.86540985107422,21.81133270263672
2018-03-12,42.87696838378906,79.91950225830078,58.01654052734375,90.07949829101562,23.034000396728516
2018-03-13,42.46406173706055,79.40899658203125,56.70475387573242,87.88269805908203,22.78933334350586
2018-03-14,42.10305404663086,79.55000305175781,57.26872253417969,87.36141204833984,21.775333404541016
2018-03-15,42.15260696411133,79.11599731445312,57.27321243286133,87.66859436035156,21.706666946411133
2018-03-16,42.003963470458984,78.58399963378906,56.583187103271484,88.05955505371094,21.42333221435547
2018-03-19,41.36216735839844,77.24649810791016,54.79411697387695,86.46775817871094,20.90399932861328
2018-03-20,41.34801483154297,79.32550048828125,54.689002990722656,86.69120025634766,20.703332901000977
2018-03-21,40.41128921508789,79.09300231933594,54.34872055053711,86.08612060546875,21.101999282836914
2018-03-22,39.84029006958008,77.24600219726562,52.26620101928711,83.58210754394531,20.606666564941406
2018-03-23,38.91771697998047,74.77799987792969,50.895626068115234,81.15255737304688,20.1026668548584
2018-03-26,40.765220642089844,77.79299926757812,52.47196578979492,87.2962417602539,20.278667449951172
2018-03-27,39.71995162963867,74.85250091552734,50.07508087158203,83.28422546386719,18.61199951171875
2018-03-28,39.28109359741211,71.57099914550781,50.04817581176758,83.20977020263672,17.185333251953125
2018-03-29,39.58781814575195,72.36699676513672,51.4047966003418,84.95979309082031,17.742000579833984
2018-04-02,39.32826232910156,68.59950256347656,50.14332962036133,82.3999252319336,16.832000732421875
2018-04-03,39.73175048828125,69.60250091552734,50.48909378051758,83.50765991210938,17.8353328704834
2018-04-04,40.491512298583984,70.52850341796875,51.073490142822266,85.9465103149414,19.12933349609375
2018-04-05,40.77228546142578,72.5875015258789,51.20650863647461,85.9930419921875,20.381332397460938
2018-04-06,39.72939682006836,70.2614974975586,50.171730041503906,83.99169158935547,19.953332901000977
2018-04-09,40.12343215942383,70.30400085449219,50.59071731567383,84.49434661865234,19.310667037963867
2018-04-10,40.878475189208984,71.81099700927734,51.39732360839844,86.4584732055664,20.31333351135254
2018-04-11,40.68735885620117,71.35250091552734,50.815914154052734,85.50897979736328,20.062000274658203
2018-04-12,41.08845520019531,72.42500305175781,51.440670013427734,87.11005401611328,19.60533332824707
2018-04-13,41.22767639160156,71.53949737548828,51.27925109863281,86.64464569091797,20.022666931152344
2018-04-16,41.484867095947266,72.07499694824219,51.713191986083984,87.65927124023438,19.413999557495117
2018-04-17,42.05586242675781,75.19149780273438,53.51571273803711,89.42791748046875,19.179332733154297
2018-04-18,41.961483001708984,76.39199829101562,53.412086486816406,89.77234649658203,19.55666732788086
2018-04-19,40.77228546142578,77.84549713134766,54.19028854370117,89.46514129638672,20.005332946777344
2018-04-20,39.10176467895508,76.37449645996094,53.455928802490234,88.43190002441406,19.349332809448242
2018-04-23,38.98851013183594,75.89299774169922,53.18141555786133,88.75769805908203,18.891332626342773
2018-04-24,38.445823669433594,73.00450134277344,50.816410064697266,86.68186950683594,18.8973331451416
2018-04-25,38.61334991455078,73.00849914550781,50.87619400024414,85.9278793334961,18.71266746520996
2018-04-26,38.74783706665039,75.89800262451172,51.815818786621094,87.74305725097656,19.031999588012695
2018-04-27,38.29953384399414,78.63099670410156,51.31810760498047,89.1951904296875,19.60533332824707
2018-04-30,38.993221282958984,78.30650329589844,50.684383392333984,87.05419158935547,19.593332290649414
2018-05-01,39.89927291870117,79.11299896240234,51.6798095703125,88.43190002441406,19.994667053222656
2018-05-02,41.66183090209961,78.48400115966797,51.03562545776367,87.04490661621094,20.07666778564453
2018-05-03,41.73733139038086,78.60399627685547,51.002742767333984,87.5661849975586,18.963333129882812
2018-05-04,43.37483596801758,79.04750061035156,52.22285842895508,88.58081817626953,19.606000900268555
2018-05-07,43.68864059448242,80.00700378417969,52.55067443847656,89.56755828857422,20.184667587280273
2018-05-08,43.89864730834961,79.61949920654297,52.506832122802734,89.18589782714844,20.131332397460938
2018-05-09,44.20773696899414,80.4000015258789,53.944175720214844,90.23779296875,20.456666946411133
2018-05-10,44.84008026123047,80.4540023803711,54.68202590942383,91.14070892333984,20.334667205810547
2018-05-11,44.66954040527344,80.14550018310547,54.71639633178711,90.94520568847656,20.070667266845703
2018-05-14,44.5653190612793,80.0770034790039,54.813053131103516,91.25238800048828,19.46466636657715
2018-05-15,44.160301208496094,78.80599975585938,53.76830291748047,90.59149169921875,18.94533348083496
2018-05-16,44.57243728637695,79.36399841308594,53.89485168457031,90.82523345947266,19.09866714477539
2018-05-17,44.290565490722656,79.08799743652344,53.73642349243164,89.9183578491211,18.96933364868164
2018-05-18,44.1295166015625,78.71849822998047,53.12710952758789,90.0866470336914,18.454666137695312
2018-05-21,44.44216537475586,79.27300262451172,53.785743713378906,91.24591064453125,18.965999603271484
2018-05-22,44.33083724975586,79.06999969482422,53.295005798339844,91.15243530273438,18.333999633789062
2018-05-23,44.615074157714844,80.09300231933594,53.79122543334961,92.23695373535156,18.60466766357422
2018-05-24,44.5653190612793,80.15350341796875,53.768802642822266,91.90970611572266,18.523332595825195
2018-05-25,44.66716766357422,80.50749969482422,53.5904426574707,91.95645141601562,18.59000015258789
2018-05-29,44.506107330322266,80.64350128173828,52.82619094848633,91.62924194335938,18.917333602905273
2018-05-30,44.41136169433594,81.24449920654297,53.198848724365234,92.50802612304688,19.447999954223633
2018-05-31,44.26214599609375,81.48100280761719,54.055274963378906,92.40520477294922,18.98200035095215
2018-06-01,45.06036376953125,82.0770034790039,55.77459716796875,94.22824096679688,19.454666137695312
2018-06-04,45.436973571777344,83.26349639892578,56.76055145263672,95.05095672607422,19.78266716003418
2018-06-05,45.78752899169922,84.81749725341797,56.77899169921875,95.53710174560547,19.408666610717773
2018-06-06,45.946224212646484,84.7874984741211,56.64048385620117,95.81755065917969,21.299999237060547
2018-06-07,45.823062896728516,84.46499633789062,55.99181365966797,94.3123779296875,21.07266616821289
2018-06-08,45.40618133544922,84.19950103759766,55.84284973144531,95.01358032226562,21.17733383178711
2018-06-11,45.29485321044922,84.45600128173828,56.297218322753906,94.47132873535156,22.139999389648438
2018-06-12,45.54356002807617,84.9375,56.762046813964844,94.71441650390625,22.851333618164062
2018-06-13,45.16931915283203,85.24299621582031,56.536354064941406,94.28433227539062,22.985332489013672
2018-06-14,45.1930046081543,86.19300079345703,57.39975357055664,94.8172378540039,23.847999572753906
2018-06-15,44.728755950927734,85.79850006103516,57.40673065185547,93.61119842529297,23.878000259399414
2018-06-18,44.7050666809082,86.18949890136719,58.46293640136719,94.29369354248047,24.722000122070312
2018-06-19,43.98265075683594,86.73899841308594,58.193904876708984,94.29369354248047,23.503332138061523
2018-06-20,44.17450714111328,87.50399780273438,58.28258514404297,95.2379379272461,24.148000717163086
2018-06-21,43.92817306518555,86.51100158691406,57.67576599121094,94.55545806884766,23.167333602905273
2018-06-22,43.80027389526367,85.78350067138672,57.56715393066406,93.87298583984375,22.242000579833984
2018-06-25,43.14889144897461,83.15750122070312,56.039146423339844,91.98448181152344,22.200666427612305
2018-06-26,43.6842041015625,84.55449676513672,55.722782135009766,92.62956237792969,22.799999237060547
2018-06-27,43.6202507019043,83.02549743652344,55.00137710571289,91.1898193359375,22.96666717529297
2018-06-28,43.93764877319336,85.07250213623047,55.511539459228516,92.2088623046875,23.32866668701172
2018-06-29,43.84527587890625,84.98999786376953,55.58279037475586,92.19017028808594,22.863332748413086
2018-07-02,44.335567474365234,85.68900299072266,56.17117691040039,93.49903106689453,22.33799934387207
2018-07-03,43.56340408325195,84.697998046875,54.94707107543945,92.60151672363281,20.724000930786133
2018-07-05,43.91395950317383,84.98650360107422,56.01224136352539,93.26530456542969,20.610666275024414
2018-07-06,44.52268981933594,85.53150177001953,56.80439376831055,94.57418060302734,20.593332290649414
2018-07-09,45.140907287597656,86.95099639892578,57.49591064453125,95.21924591064453,21.233999252319336
2018-07-10,45.08641815185547,87.15350341796875,57.43562698364258,95.47166442871094,21.49799919128418
2018-07-11,44.501380920410156,87.75,57.48843765258789,95.34078216552734,21.263999938964844
2018-07-12,45.24747848510742,89.83100128173828,58.96214294433594,97.40689086914062,21.11400032043457
2018-07-13,45.31853485107422,90.65149688720703,59.228187561035156,98.56616973876953,21.257999420166016
2018-07-16,45.21904754638672,91.12449645996094,58.981075286865234,98.07999420166016,20.67333221435547
2018-07-17,45.34697341918945,92.19650268554688,59.72540283203125,99.05233001708984,21.512666702270508
2018-07-18,45.098262786865234,92.14600372314453,59.57992172241211,98.27635192871094,21.59000015258789
2018-07-19,45.44881820678711,90.64849853515625,59.13551712036133,97.60322570800781,21.34866714477539
2018-07-20,45.34459686279297,90.68499755859375,59.03338623046875,99.35145568847656,20.905332565307617
2018-07-23,45.38486862182617,90.0999984741211,60.059200286865234,100.94080352783203,20.213333129882812
2018-07-24,45.7140998840332,91.46199798583984,62.180580139160156,100.65098571777344,19.82866668701172
2018-07-25,46.14519119262695,93.18049621582031,62.95878601074219,103.61460876464844,20.582666397094727
2018-07-26,46.00070571899414,90.4000015258789,63.189453125,102.4833755493164,20.44333267211914
2018-07-27,45.23564147949219,90.8635025024414,61.70328903198242,100.66967010498047,19.812000274658203
2018-07-30,44.982208251953125,88.96099853515625,60.76865005493164,98.51008605957031,19.344667434692383
2018-07-31,45.07221221923828,88.87200164794922,60.64509582519531,99.17385864257812,19.875999450683594
2018-08-01,47.727420806884766,89.8584976196289,60.7821044921875,99.36083221435547,20.055999755859375
2018-08-02,49.122528076171875,91.71649932861328,61.0880012512207,100.56684875488281,23.30266761779785
2018-08-03,49.2646369934082,91.16449737548828,60.96644592285156,101.00625610351562,23.211332321166992
2018-08-06,49.52045440673828,92.38749694824219,61.01925277709961,101.09037780761719,22.799333572387695
2018-08-07,49.05622100830078,93.1240005493164,61.88862609863281,101.79154968261719,25.30466651916504
2018-08-08,49.08936309814453,94.32599639892578,62.057518005371094,102.36184692382812,24.689332962036133
2018-08-09,49.475433349609375,94.9260025024414,62.23139572143555,102.53013610839844,23.496667861938477
2018-08-10,49.328086853027344,94.31500244140625,61.658958435058594,101.90376281738281,23.69933319091797
2018-08-13,49.64657211303711,94.80999755859375,61.529415130615234,101.16519165039062,23.76066780090332
2018-08-14,49.855751037597656,95.98249816894531,61.88264846801758,102.42729187011719,23.176000595092773
2018-08-15,49.97221374511719,94.13099670410156,60.50161361694336,101.03832244873047,22.57933235168457
2018-08-16,50.70431900024414,94.32599639892578,60.108524322509766,101.01953887939453,22.363332748413086
2018-08-17,51.71687698364258,94.11100006103516,59.83301544189453,100.96324157714844,20.366666793823242
2018-08-20,51.21297836303711,93.83550262451172,60.17229461669922,100.29692077636719,20.562667846679688
2018-08-21,51.113136291503906,94.1709976196289,59.86589813232422,99.4616470336914,21.459999084472656
2018-08-22,51.11551284790039,95.24500274658203,60.15037536621094,100.47523498535156,21.44266700744629
2018-08-23,51.22010040283203,95.1449966430664,60.05322265625,100.94447326660156,21.34000015258789
2018-08-24,51.379364013671875,95.26950073242188,60.81399154663086,101.7328109741211,21.521333694458008
2018-08-27,51.802433013916016,96.38400268554688,61.86869812011719,102.85899353027344,21.284666061401367
2018-08-28,52.22078323364258,96.64099884033203,61.33710861206055,103.47840118408203,20.790666580200195
2018-08-29,53.00041198730469,99.90499877929688,62.241355895996094,105.1301498413086,20.333999633789062
2018-08-30,53.487667083740234,100.11900329589844,61.73418426513672,105.064453125,20.209999084472656
2018-08-31,54.105674743652344,100.635498046875,60.691429138183594,105.42108917236328,20.110666275024414
2018-09-04,54.27919387817383,101.97550201416016,59.63572311401367,104.83922576904297,19.26333236694336
2018-09-05,53.92502975463867,99.74099731445312,59.11160659790039,101.81727600097656,18.715999603271484
2018-09-06,53.0289306640625,97.91549682617188,58.36229705810547,102.05188751220703,18.729999542236328
2018-09-07,52.60108184814453,97.60350036621094,58.032981872558594,101.55450439453125,17.549333572387695
2018-09-10,51.895145416259766,96.95050048828125,58.02351760864258,102.65251159667969,19.03333282470703
2018-09-11,53.20719528198242,99.35749816894531,58.6572380065918,104.39813232421875,18.62933349609375
2018-09-12,52.54641342163086,99.5,57.93284225463867,104.83922576904297,19.369333267211914
2018-09-13,53.8156852722168,99.49349975585938,58.55609893798828,105.96541595458984,19.297332763671875
2018-09-14,53.2048225402832,98.5094985961914,58.416603088378906,106.39713287353516,19.68000030517578
2018-09-17,51.788185119628906,95.40149688720703,57.59555435180664,105.24276733398438,19.6560001373291
2018-09-18,51.87375259399414,97.05249786376953,57.85313034057617,106.24696350097656,18.997333526611328
2018-09-19,51.90464401245117,96.32099914550781,58.34486389160156,104.82984924316406,19.934667587280273
2018-09-20,52.299217224121094,97.21499633789062,59.13103103637695,106.58483123779297,19.8886661529541
2018-09-21,51.73588562011719,95.75050354003906,58.09575653076172,107.23239135742188,19.940000534057617
2018-09-24,52.47986602783203,96.71800231933594,58.45845031738281,107.6171646118164,19.978666305541992
2018-09-25,52.8126335144043,98.72750091552734,59.02043151855469,107.41070556640625,20.06599998474121
2018-09-26,52.39192199707031,98.74250030517578,58.81318283081055,106.9696044921875,20.6386661529541
2018-09-27,53.46866989135742,100.64900207519531,59.51814270019531,107.37316131591797,20.501333236694336
2018-09-28,53.656436920166016,100.1500015258789,59.45985412597656,107.33563232421875,17.65133285522461
2018-10-01,54.017730712890625,100.21800231933594,59.5515251159668,108.49935150146484,20.713333129882812
2018-10-02,54.49787521362305,98.56549835205078,59.79066467285156,108.06765747070312,20.06800079345703
2018-10-03,55.16101837158203,97.63800048828125,59.93215560913086,108.08641815185547,19.65333366394043
2018-10-04,54.191246032714844,95.47100067138672,58.200382232666016,105.85279846191406,18.788667678833008
2018-10-05,53.31177520751953,94.48249816894531,57.66032028198242,105.2333984375,17.463333129882812
2018-10-08,53.18818664550781,93.22100067138672,57.242820739746094,104.03209686279297,16.70400047302246
2018-10-09,53.92502975463867,93.51599884033203,56.73713684082031,105.35540771484375,17.520000457763672
2018-10-10,51.426883697509766,87.76249694824219,53.86745071411133,99.63056945800781,17.125333786010742
2018-10-11,50.972900390625,85.96800231933594,53.772789001464844,99.39596557617188,16.815332412719727
2018-10-12,52.79362106323242,89.43049621582031,55.3052864074707,102.83082580566406,17.25200080871582
2018-10-15,51.664588928222656,88.04750061035156,54.41697311401367,100.98202514648438,17.305999755859375
2018-10-16,52.803123474121094,90.99800109863281,55.863277435302734,104.17288970947266,18.439332962036133
2018-10-17,52.57493591308594,91.58650207519531,55.58477783203125,103.90072631835938,18.118667602539062
2018-10-18,51.34607696533203,88.53600311279297,54.203739166259766,101.82664489746094,17.5939998626709
2018-10-19,52.12808609008789,88.20149993896484,54.6267204284668,101.9768295288086,17.333332061767578
2018-10-22,52.446598052978516,89.46499633789062,54.86087417602539,102.88716125488281,17.39666748046875
2018-10-23,52.94098663330078,88.43499755859375,54.98693084716797,101.4512710571289,19.609333038330078
2018-10-24,51.125038146972656,83.20999908447266,52.347412109375,96.02676391601562,19.233333587646484
2018-10-25,52.244564056396484,89.1084976196289,54.58237838745117,101.63894653320312,20.99066734313965
2018-10-26,51.41263198852539,82.1405029296875,53.38169479370117,100.38137817382812,22.059999465942383
2018-10-29,50.44759750366211,76.94400024414062,50.82139587402344,97.462646484375,22.323333740234375
2018-10-30,50.69955062866211,76.52100372314453,51.62500762939453,97.35003662109375,21.99333381652832
2018-10-31,52.0211296081543,79.90049743652344,53.645748138427734,100.2406005859375,22.488000869750977
2018-11-01,52.819766998291016,83.27649688720703,53.3084602355957,99.40533447265625,22.95199966430664
2018-11-02,49.31618881225586,83.27649688720703,52.70014572143555,99.63056945800781,23.0939998626709
2018-11-05,47.91618728637695,81.38999938964844,51.81830978393555,100.89753723144531,22.760000228881836
2018-11-06,48.434356689453125,82.1405029296875,52.601497650146484,101.09463500976562,22.737333297729492
2018-11-07,49.903297424316406,87.77449798583984,54.47377014160156,105.0738525390625,23.21066665649414
2018-11-08,49.72917556762695,87.74549865722656,53.92623519897461,104.87677001953125,23.426666259765625
2018-11-09,48.77031326293945,85.62149810791016,53.11664581298828,102.83082580566406,23.367332458496094
2018-11-12,46.31354904174805,81.84249877929688,51.74557113647461,100.29692077636719,22.0853328704834
2018-11-13,45.850826263427734,81.55850219726562,51.617034912109375,100.36260986328125,22.582000732421875
2018-11-14,44.5556640625,79.95050048828125,51.99617004394531,98.93934631347656,22.933332443237305
2018-11-15,45.655242919921875,80.97200012207031,53.04490280151367,101.11664581298828,23.229333877563477
2018-11-16,46.16090774536133,79.67050170898438,52.88447952270508,102.0686264038086,23.62066650390625
2018-11-19,44.331451416015625,75.614501953125,50.81740951538086,98.60945892333984,23.564666748046875
2018-11-20,42.2133903503418,74.77300262451172,51.10437774658203,95.86664581298828,23.166000366210938
2018-11-21,42.165679931640625,75.83650207519531,51.69475555419922,97.18621826171875,22.54599952697754
2018-11-23,41.09471893310547,75.10299682617188,51.010711669921875,97.14852905273438,21.722000122070312
2018-11-26,41.650482177734375,79.06649780273438,52.2432861328125,100.35317993164062,23.066667556762695
2018-11-27,41.559844970703125,79.07099914550781,52.033538818359375,100.98468780517578,22.92799949645996
2018-11-28,43.15792465209961,83.88749694824219,54.1170539855957,104.73601531982422,23.191333770751953
2018-11-29,42.82638931274414,83.67849731445312,54.220184326171875,103.8594741821289,22.744667053222656
2018-11-30,42.595027923583984,84.50849914550781,54.52558517456055,104.51923370361328,23.365333557128906
2018-12-03,44.08338928222656,88.61799621582031,55.12343215942383,105.65030670166016,23.89933204650879
2018-12-04,42.14422607421875,83.41999816894531,52.35289001464844,102.28540802001953,23.979999542236328
2018-12-06,41.6743278503418,84.95950317382812,53.24518585205078,102.91691589355469,24.20400047302246
2018-12-07,40.188350677490234,81.45649719238281,51.64344024658203,98.7979736328125,23.864667892456055
2018-12-10,40.453102111816406,82.05149841308594,51.79140853881836,101.40882110595703,24.343332290649414
2018-12-11,40.22173309326172,82.16200256347656,52.399227142333984,102.35139465332031,24.450666427612305
2018-12-12,40.33384704589844,83.177001953125,52.993587493896484,102.81322479248047,24.440000534057617
2018-12-13,40.77511215209961,82.91899871826172,52.9049072265625,103.1619873046875,25.119333267211914
2018-12-14,39.47039794921875,79.59549713134766,51.91844940185547,99.93844604492188,24.380666732788086
2018-12-17,39.103084564208984,76.04550170898438,50.644527435302734,96.97884368896484,23.22800064086914
2018-12-18,39.61112594604492,77.5739974975586,51.25135040283203,97.99681854248047,22.468666076660156
2018-12-19,38.37559509277344,74.75399780273438,50.967369079589844,97.73290252685547,22.197999954223633
2018-12-20,37.407196044921875,73.04149627685547,50.28980255126953,95.67813110351562,21.025333404541016
2018-12-21,35.952213287353516,68.87249755859375,48.8016471862793,92.58657836914062,21.31800079345703
2018-12-24,35.02198791503906,67.197998046875,48.63624954223633,88.72212982177734,19.69266700744629
2018-12-26,37.48829650878906,73.54499816894531,51.78692626953125,94.78270721435547,21.73933219909668
2018-12-27,37.2450065612793,73.08200073242188,52.00713348388672,95.36709594726562,21.075332641601562
2018-12-28,37.26408004760742,73.9010009765625,51.66835021972656,94.62248229980469,22.257999420166016
2018-12-31,37.62424850463867,75.09850311279297,51.59511184692383,95.73468780517578,22.18666648864746
2019-01-02,37.66717529296875,76.95649719238281,52.10527801513672,95.310546875,20.674667358398438
2019-01-03,33.91524887084961,75.01399993896484,50.62111282348633,91.80427551269531,20.02400016784668
2019-01-04,35.363075256347656,78.76950073242188,53.34383010864258,96.0739974975586,21.179332733154297
2019-01-07,35.28436279296875,81.47550201416016,53.22824478149414,96.19654846191406,22.33066749572754
2019-01-08,35.956993103027344,82.8290023803711,53.62133026123047,96.89402770996094,22.356666564941406
2019-01-09,36.56760025024414,82.97100067138672,53.54062271118164,98.27957153320312,22.568666458129883
2019-01-10,36.684478759765625,82.81099700927734,53.32489776611328,97.64807891845703,22.99799919128418
2019-01-11,36.32430648803711,82.02799987792969,52.67025375366211,96.89402770996094,23.150667190551758
2019-01-14,35.77809524536133,80.8604965209961,52.047489166259766,96.18711853027344,22.293333053588867
2019-01-15,36.51035690307617,83.72799682617188,53.6646728515625,98.97703552246094,22.961999893188477
2019-01-16,36.95640182495117,84.18900299072266,53.85499572753906,99.3258056640625,23.06999969482422
2019-01-17,37.17582702636719,84.66100311279297,54.29989242553711,100.0232925415039,23.15399932861328
2019-01-18,37.40481185913086,84.80999755859375,54.71639633178711,101.52193450927734,20.150667190551758
2019-01-22,36.56522750854492,81.6084976196289,53.33436584472656,99.60857391357422,19.92799949645996
2019-01-23,36.71310806274414,82.0009994506836,53.58596420288086,100.57938385009766,19.172666549682617
2019-01-24,36.4221076965332,82.74649810791016,53.50275802612305,100.09868621826172,19.43400001525879
2019-01-25,37.6290283203125,83.52850341796875,54.35419845581055,101.0129623413086,19.80266761779785
2019-01-28,37.28077697753906,81.89450073242188,53.312442779541016,99.04304504394531,19.7586669921875
2019-01-29,36.894378662109375,79.69400024414062,52.84113311767578,97.02597045898438,19.83066749572754
2019-01-30,39.41554260253906,83.52149963378906,54.2580451965332,100.26835632324219,20.584667205810547
2019-01-31,39.699378967285156,85.9365005493164,55.618656158447266,98.43037414550781,20.468000411987305
2019-02-01,39.71846008300781,81.3115005493164,55.338661193847656,96.87516784667969,20.81399917602539
2019-02-04,40.84667205810547,81.66549682617188,56.437217712402344,99.66512298583984,20.859333038330078
2019-02-05,41.5455322265625,82.94049835205078,57.094356536865234,101.0600814819336,21.42333221435547
2019-02-06,41.559844970703125,82.01300048828125,55.56186294555664,99.93844604492188,21.148000717163086
2019-02-07,40.772727966308594,80.71849822998047,54.73881912231445,99.22210693359375,20.500667572021484
2019-02-08,40.82062911987305,79.41100311279297,54.556968688964844,99.59911346435547,20.386667251586914
2019-02-11,40.58587646484375,79.55000305175781,54.554481506347656,99.20327758789062,20.856000900268555
2019-02-12,40.935611724853516,81.90049743652344,55.867759704589844,100.7490463256836,20.78733253479004
2019-02-13,40.765533447265625,82.0,55.80747604370117,100.67362976074219,20.544666290283203
2019-02-14,40.914058685302734,81.13249969482422,55.88270950317383,100.75847625732422,20.251333236694336
2019-02-15,40.823028564453125,80.39749908447266,55.48313903808594,102.00264739990234,20.525333404541016
2019-02-19,40.945186614990234,81.37899780273438,55.72776794433594,101.95552062988281,20.375999450683594
2019-02-20,41.20869445800781,81.1050033569336,55.49061584472656,101.4254379272461,20.17066764831543
2019-02-21,40.9763298034668,80.97200012207031,54.65212631225586,103.56468200683594,19.415332794189453
2019-02-22,41.43386459350586,81.5780029296875,55.319732666015625,105.04135131835938,19.6473331451416
2019-02-25,41.73569107055664,81.6500015258789,55.27140426635742,105.62820434570312,19.917999267578125
2019-02-26,41.75963592529297,81.81999969482422,55.55687713623047,106.35709381103516,19.857332229614258
2019-02-27,41.88899230957031,82.05449676513672,55.602718353271484,106.17723083496094,20.982667922973633
2019-02-28,41.47697448730469,81.99150085449219,55.79551696777344,106.04471588134766,21.325332641601562
2019-03-01,41.91294860839844,83.58650207519531,56.84524917602539,106.51799774169922,19.652666091918945
2019-03-04,42.12375259399414,84.80850219726562,57.18452835083008,106.26242065429688,19.02400016784668
2019-03-05,42.047080993652344,84.62149810791016,57.893489837646484,105.73234558105469,18.43600082397461
2019-03-06,41.80515670776367,83.44750213623047,57.68572998046875,105.7796630859375,18.416000366210938
2019-03-07,41.3212776184082,81.29750061035156,56.9603385925293,104.49234008789062,18.439332962036133
2019-03-08,41.41949462890625,81.04000091552734,56.91151428222656,104.60594177246094,18.94266700744629
2019-03-11,42.85435485839844,83.53099822998047,58.57752227783203,106.80197143554688,19.39466667175293
